Date,Model,Category,Manufacturer,Model,Year,RAID (hours),Registration number,Serial number,Seller,Location,Description,Price
2019-11-28,Vl-3,Single engine,Aveko,Vl-3,2018,126,,,Zuzana Malarikova,"Europe, France","ENGINES
 VL-3 evolution (RG)
Engine: Rotax 912ULS (100HP)
Propeller: three blades constant speed Duc",170339.0
2019-11-28,Vl-3,Single engine,Aveko,Vl-3,2018,175,FJDLF,,Zuzana Malarikova,"Europe, France","AIRFRAME
 Year of production: 2018
Flight hours: 175 hrs 
 ENGINES
 Engine: Rotax 912ULS2 (100HP)
Propeller: three blades E-Props",
2019-11-28,Saratoga,Single engine,Piper,Saratoga,2006,1,N614DM,,"Premier Aircraft Sales, Inc.","North America Canada, United States - FL","AIRFRAME
 Total time: Only 1,680 hours since new (subject to change)
No damage history
Annual: August 2019
Useful load: 1,036 pounds
ENGINES
 0 hours since major overhaul by Certified Engines 
Prop: 720 hours since major overhaul",
2019-11-28,Sr22-g5 turbo,Single engine,Cirrus,Sr22-g5 turbo,2013,805,N163SD,,Lone Mountain Aircraft Sales,"North America Canada, United States - AZ","AIRFRAME
 3600 pounds Max Takeoff Weight
805 total hours since new 
Lo Presti boom beam landing light
60/40 5-Place Flex Seating
June 28, 2013 Airworthiness Certificate
No Damage History
Always Hangared
ENGINES
 Continental TSIO-550-K, 315hp at 2500 RPM with 6 point mount 
All 6 cylinders have completed overhaul/repair
Tanis Engine Pre-Heater

Prop:
Hartzell 3-Blade Sterling Composite Scimitar Propeller
Black Painted Spinner",
2019-11-28,Sr22 g3 gts,Single engine,Cirrus,Sr22 g3 gts,2007,2322,N607SR,2532,Bruce Harvey,PA USA,225 Hours Since Factory Reman (Continental IO-550-N47B / 310 HP)2322 Since New Prop,339500.0
2019-11-27,Dr 253 b regent,Single engine,Apex,Dr 253 b regent,1971,2240,,180,,"Germany, Neustadt a.d. Aisch, EDQN","erweiterte umfassende Inspektion durch LTB bei 100h- Kontrollen
Zustand:",66635.0
2019-11-27,Mxt-7-180,Single engine,Maule,Mxt-7-180,1998,393,N1048Q,,Charlie Miller,OH USA,Engine: 393 TTSNPropeller: 393 TTSN – Fixed Pitch Prop,95500.0
2019-11-27,Sx-300,Single engine,Sino swearingen,Sx-300,1999,1375,N54JX,02,,"Daytona Beach, FL USA",Engine:	390 SMOHPropeller:	283 SNEW,298500.0
2019-11-26,22 g2,Single engine,Cirrus,22 g2,2004,1640,N677CD,1081,,"France, LE MANS, LFRM","4 cylindres changs
tracteur lectrique radio command (entre sortie du hangar sans effort)",213457.0
2019-11-26,Searey,Single engine,Progressive aerodyne,Searey,2019,43,N889JR,1099,,"Alto, MI USA",Rotax 912 ULS 100HPAutomatic mixture and carb heat controlWarp Drive 3 Blade 68'' Prop,125000.0
2019-11-23,Ymf-5,Single engine,Waco,Ymf-5,1997,,,F5050,Simon Brown / John Rayner,Australia,Jacobs R-755-B2 275 H.P.,139000.0
2019-11-23,Virus sw100,Single engine,Pipistrel,Virus sw100,2011,370,ZUFMU,,Hover.co.za,"South Africa, Johannesburg, FABB","Brauniger Alpha MFS
MG Avionics Comm Radio
Airspeed Indicator
Altimeter Diameter
2 Headsets HD-1000 and Intercom",75000.0
2019-11-23,Da40,Single engine,Diamond,Da40,2005,2000,,,Ken Nierenberg,"Princeton, NJ USA","2005 Diamond DA 40, 2000TT, 600 SMOH, Garmin G1000, Garmin GTX 345R ADSB, NDH, Complete Logs, Sure Fire Magneto, May Annual.",199500.0
2019-11-23,F30,Single engine,Golden avio,F30,2012,150,,,Fred Houston,"Dublin, GA USA","April 26,2019 Annual inspectionFactory Built, Experimental Golden Avio F-30. Single Engine (Rotax 912ULS), All Metal, Two Seat, Trailing Link (Titanium) Main Gear, Ballistic Parachute, TT150 Hrs., Last Airplane Signed by Stelio Frati. NDH.",69900.0
2019-11-23,M20k 231,Single engine,Mooney,M20k 231,1980,5616,N231NS,25-0329,Todd or Chris,KS USA,Engine:Continental TSIO-360-LB172 Hours Since Major Overhaul210 HPS/N 3156431800 Hour TBOProp:Hartzell PHC-J3YF-1RF 3-Blade2165 Hours Since Factory NewConstant SpeedS/N FP274B,99000.0
2019-11-22,Storch hs,Single engine,Others / sonstige,Storch hs,2013,266,,436,,"Romania, Piatra Neamt","Engine new Rotax 912 UL 80 HPEngine total hours 33 h, with Rotax warranty, new model with faster start, clutch in gearboxFlight hours of fuselage 266. Propeller Duc ground adjustable pitch acorrding German type certificate.GPS-Garmin GPSMAP 496;Radio MicorAir M760 Transceiver, uninstalled headsets;Digital panel Brauninger Alpha MFD. Position lights and landing lightBRS Parachute. Maintained in very good condition, no damages, only private flights, always kept in hangar. Exterior: 9.5/10Interior: 9.5/10Also interested in exchange options with 2 seat closed gyro with similar good maintenance conditions.More details via e-mail : gica_pascariu@yahoo.com or at : 40 744229598 , german/english",40207.0
2019-11-21,Pa28-181,Single engine,Piper,Pa28-181,1976,8486,,28-7690296,Plane4You,Poland,,73813.0
2019-11-21,Lance,Single engine,Piper,Lance,1976,5710,N4316F,32R-768043,Scott MacDonald,"Stuart, FL USA","Engine:1679 SMOHBy Americas Aircraft Engines, Inc. Dec 2003849 Since IRAN by G&N 2010Prop:849 Since New Prop 2010Three Blade Schimtar PropMods:Three Blade Schimtar PropRosen Visors",115000.0
2019-11-21,172g skyhawk,Single engine,Cessna,172g skyhawk,1966,3797,,,Steve Assaly,"Canada, QC CAN",SMOH: 743 HOURSSPOH: 149 HOURS,50000.0
2019-11-20,Skyper gt9 (ul category),Single engine,Tomark,Skyper gt9 (ul category),2017,85,OKVUS10,05,TomarkAero,"Slovakia, Presov, LZRY","FlightDeck D 180
Radio Dittel KRT 2
Transponder Dittel KTX 2 mode
Airspeed, altimeter, compass",
2019-11-18,T206h,Single engine,Cessna,T206h,2000,1490,N225ME,T20608190,,"Germany, Stuttgart, EDDS",Engine crankshaft replacement in March 2003 @ 436h due to SB552.,242821.0
2019-11-16,D17s staggerwing,Single engine,Beechcraft,D17s staggerwing,1943,186,,,Steve Assaly,"Canada, MO USA","SMOH: 186.4 hrs Covington O/HSPOH: 186.4 Hrs. 2001 O/H, ON CONDITION, NO AD'S PENDING",395000.0
2019-11-16,A23-24 musketeer super iii,Single engine,Beechcraft,A23-24 musketeer super iii,1966,1850,N5654S,MA-80,,"Near Atlanta, GA USA","Engines""O"" Hours Since 2020 Major Overhaul",54900.0
2019-11-15,Arrow ii,Single engine,Piper,Arrow ii,1976,2565,N4422X,28R-763503,,"Damon, TX USA",EngineHours since major: 1291 hrsDate of Major: 07/13/1988Name of Engine Shop: lycomingHorsepower: 200 HPManufacturer: Lycoming Model: IO360 C1CProp time since overhaul:	43 hrsType of propeller:	Constant Speed,59500.0
2019-11-14,Legacy,Single engine,Lancair,Legacy,2001,1126,N975RA,L2K-123,Ian Wolfenden,"Vero Beach, FL USA","Total Time Engine:	1126 hours 	(TCM IO-550N, Since IRAN: 622 Hours, Western Skyways)Propeller Total Time:	1126 hours	(Hartzell HC-H3YK-2UFX)",229000.0
2019-11-14,Ctsw,Single engine,Flight design,Ctsw,2007,200,N468CT,07-04-15,John Rathmell,"Lancaster, PA USA",Standard equipment plus the following:Dynon EFIS 100 Electronic Flight Information SystemDynon EMS 120 Engine Management System Garmin GTX327 TransponderGarmin SL40 Comm RadioTru Trak Digiflight Autopilot W/ altitude hold and GPS trackingHobbs hour meterAirspeed & AltimeterPS Engineering PM3000 intercom system w/music inputGarmin GPS- Garmin 496 upgraded to Garmin Aera 500 GPS w/touch screenStandard compass replaced with Vertical card compassAutopilot disconnect switch on pilot control stickOriginal wheels and brakes upgraded to Matco wheels and brakesReiff engine preheat system installedBRS Ballistic Chute system (new BRS repack & new Rocket installed 2019)Night flight package including strobe light systemRosen style sunvisorsRotax & Flight Design 5 yr Rubber performed 2018,67900.0
2019-11-13,Sr22-g6 gts,Single engine,Cirrus,Sr22-g6 gts,2017,,N225TL,4478,Aerista Aircraft,USA,"TCM IO-550-N, 310 HP Platinum Engine Series 310 hours TTSN (Flight) TBO at 2,200 hours (Flight)",774900.0
2019-11-13,P206,Single engine,Cessna,P206,1965,2444,N2547X,,Charlie Miller,USA,Engine: 183 SMOH – Continental 285 HP / IO-520-A – Overhaul: September 2015 Propeller: 183 SMOH – Hartzell – Two Blade,160500.0
2019-11-12,11ac chief,Single engine,Aeronca,11ac chief,1946,370,N85857,11AC-280,,"Daytona Beach, FL USA",Engine:	575 SMOH,19500.0
2019-11-12,P-51d,Single engine,North american,P-51d,1944,1903,N51TC,44-75009,Simon Brown / John Rayner,DE USA,V-1650-7 w/ RR 720 Heads and Banks 115 SMOH25 STOH by Roush w/ new pistons,1995000.0
2019-11-09,Cavalon pro,Single engine,Autogyro,Cavalon pro,2005,350,,,,,"Metal Propeller 74 x 44 
 Tires 850-6 
 Pilot Door 

Passenger Door 
 Cleveland Wheel",42000.0
2019-11-09,Astore,Single engine,Tecnam,Astore,2019,,,,,,"I. Standard
Configuration $168,960 MSRP


The Standard
Configuration is an Ideal Option when a customized avionics panel is desired
and includes:




Analog Airspeed, Altimeter and VSI 
 Electronic Graphic Engine Monitor

 Slip / Skid Indicator 




II. 6 Pack Analog
Instruments $188,160 MSRP


The analog 6 pack
option may be ideal for primary flight training or for pilot who do not desire
a glass avionics suite. Non-additive. Replaces standard configuration.
Includes:




Analog Attitude Indicator and Directional Gyro, Electric 
 Turn &
Bank 
 Analog Engine Instruments 
 GMA 240 Audio Panel 
 GTR 200
COM 
 GTX 335 Transponder and GPS 20A for ADS-B OUT 
 Garmin 796 GPS
XM Version 
Avionics Options for 6 Pack Configuration Include:
Garmin GMA 340 Audio Panel 
 Garmin GTR 200 COM (Add second COM)

 Garmin GNC 255A NAV/COM 
 MD 200 VOR Indicator 
 GTX 345
Transponder ADS-B IN/OUT 






III. Garmin G3X Touch
$194,760 MSRP


Non-additive,
replaces standard equipment and avionics. The Garmin G3X Touch option offers a
pilot incredible situational awareness with two large format 10.6"" touch
screen displays, integrated engine instrument display and includes ADS-B OUT
compliance. 




GDU 460/465 - Dual G3X Touch Screen Displays 
 GSU 25 - Dual ADAHRS

 GEA 24 EIM; GMU 22 MAG; G3X Sensor Kit 
 GMA 240 Audio Panel 

GTR 200 COM 
 GTX 35R Transponder and GPS 20A for ADS-B OUT 
 GA 55
XM Antenna (Subscription required for service) 
 GTP 59 Temp Probe 
Avionics Options for G3X Touch Avionics Packages Include:
Garmin 2 Axis Autopilot for G3X Touch 
 Garmin MD 305 or 307 Autopilot
Mode Controller, Panel Mount 
 Garmin GAP 26 AOA Heated / Unheated 

Garmin GMA 340 Audio Panel 
 Garmin GNC 255A NAV/COM 
 GTX 45R ADS-B
IN/OUT Transponder, Remote Mount 
 GDL 39R ADS-B IN Receiver",
2019-11-09,P2008,Single engine,Tecnam,P2008,2019,,,,,,"I. Standard
Configuration $160,560 MSRP 


The standard Configuration is an ideal option when a customized avionics panel is desired and includes:




Analog Airspeed, Altimeter and VSI 
 Electronic Graphic Engine Monitor

 Slip / Skid indicator 




II. 6 Pack Analog
Instruments $180,360 MSRP


The analog 6 pack option may be ideal for primary flight training or for pilot who do not desire a glass avionics suite. Non-additive. Replaces standard configuration. Includes:




Analog Attitude Indicator and Directional Gyro, Electric 
 Turn &
Bank 
 Analog Engine Instruments 
 GMA 240 Audio Panel 
 GTR 200
COM 
 GTX 335 Transponder and GPS 20A for ADS-B Out 
 Garmin 796 GPS
XM Version 
Avionics Options for 6 Pack Configuration Include:
Garmin GMA 340 Audio Panel 
 Garmin GTR 200 COM (Add second COM)

 Garmin GNC 255A NAV/COM 
 MD 200 VOR Indicator 
 GTX 345
Transponder ADS-B IN/OUT 







III. Garmin G3X Touch
$189,360 MSRP 


Non-additive,
replaces standard equipment and avionics. The Garmin G3X Touch option offers a
pilot incredible situational awareness with two large format 10.6"" touch
screen displays, integrated engine instrument module and includes ADS-B OUT
compliance. 




GDU 460/465 - Dual G3X Touch Displays 
 GSU 25 - Dual ADAHRS 

GEA 24 EIM; GMU 22 MAG; G3X Sensor Kit 
 GMA 240 Audio Panel 
 GTR
200 Com 
 GTX 35R and GPS 20A for ADS-B OUT 
 GA 55 XM Antenna
(Subscription required for service) 
 GTP 59 Temp Probe 
Avionics Options for G3X Touch Avionics Packages Include:
Garmin 2 Axis Autopilot for G3X Touch 
 Garmin MD 305 or 307 Autopilot
Mode Controller, Panel Mount 
 Garmin GAP 26 AOA Heated / Unheated 

Garmin GMA 340 Audio Panel 
 Garmin GNC 255A NAV/COM 
 GTX 45R ADS-B
IN/OUT Transponder, Remote Mount 
 GDL 39R ADS-B IN Receiver",
2019-11-09,P2010,Single engine,Tecnam,P2010,2018,,,,,,"Epoxy Corrosion Proofing, All Structure
White Polyurethane Exterior Paint
Fixed Landing Gear with Castering Nose Wheel
LH/RH Front Door Pilot/Copilot
RH Rear Door - Passenger
All Lateral Windows Tinted
RH Baggage Door with Lock
Rear Window",344160.0
2019-11-09,P2010,Single engine,Tecnam,P2010,2019,,,,,,"Epoxy Corrosion Proofing, All Structure
White Polyurethane Exterior Paint
LH/RH Front Door Pilot/Copilot, Lock and Key
RH Rear Door - Passenger
All Lateral Windows Tinted
RH Baggage Door with Lock
Rear Window
Fixed Landing Gear with Castering Nose Wheel",
2019-11-09,Astore,Single engine,Tecnam,Astore,2017,75,,,,,Special Paint,182500.0
2019-11-09,Bc-12d,Single engine,Taylorcraft,Bc-12d,1946,,,,,,,25000.0
2019-11-09,Cavalon pro,Single engine,Socata,Cavalon pro,1985,1,,,,,,
2019-11-09,Cavalon pro,Single engine,Sequoia,Cavalon pro,2011,522,,,,,"King KX155 Digital NavCoM w/Glideslope
King KT76A Transponder
Quasar Anywhere GPS Map w/lifetime updates
Flightcom 2-Place Intercom
Flight Data Systems GT-50 G Meter/Clock/Timer/OAT/Volt Meter",59950.0
2019-11-09,3000,Single engine,Seawind,3000,1997,460,,,,,"Appareo Stratus ESG Transponder w/ ADS-B out
Appareo Stratus 2i portable ADS-B receiver
Garmin GTR225 Digital Comm
Flightcom 403 intercom",119000.0
2019-11-09,Cavalon pro,Single engine,Piper,Cavalon pro,1979,15,,,,,"Garmin GTN 650 GPS removed from Panel not included 
Garmin GMA 340 Audio Panel
King KX 175B Nav/Com
King KR 86 ADF
King KT 76 Transponder
Electric Trim
Push to Talks",24950.0
2019-11-09,Cavalon pro,Single engine,Piper,Cavalon pro,1995,1,,,,,"COM 1: Garmin GNS 530W COM (8.33)/NAV/GPS/WASS/EGNOS

COM 2: Garmin GNS 530W COM (8.33)/NAV/GPS/WASS/EGNOS

ADF: King KR87, Displays on G500 via a GAD43e

NAV 1: Garmin GNS 530W w/ VOR/LOC/GS/VNAV

NAV 2: Garmin GNS 530W w/ VOR/LOC/GS/VNAV

ILS: Dual on the G500 and 2nd GS

DME: King Remote Unit, Displays on G500

Transponder w/ Mode S: Garmin GTX 330ES w/ ADS-B OUT to Meet the FAA 2020 Mandate


Autopilot: King KFC 150 Driven by GAD43e Gyro Adapter w/ Alt Cap, VS, HDG & GPSS via G500

EFIS w/ Synthetic Vision: Garmin G500 w/ JeppView Charts Unlocked

MFD: Avidyne MFD 600 (WX & Radar)

Traffic Avoidance: Avidyne TAS 610 (Displays to G500)

Weather Radar: Honeywell 2000

Lighting Detector: Avidyne TWX670 

Graphic Engine Monitor: JPI EDM 930


Wireless Interface: FlightStream 210 (iPad-GNS530W Flight Plan Transfer)

Audio/Markers: PS Engineering w/ Intercom

Angle of Attack Indicator by Alpha Systems
Bose LEMO Connectors for P1 & P2",347890.0
2019-11-09,Saratoga ii tc,Single engine,Piper,Saratoga ii tc,2003,1,,,,,"Garmin GNS530W IFR GPS/Color Moving Map/NAV/COM 
 Garmin GNS430W IFR
GPS/Color Moving Map/NAV/COM 
 Garmin GMA340 Audio Panel 
 Garmin
GTX327 Transponder 
 Garmin GDL-88 ADS-B In and Out 
 Garmin GMX200
MFD 
 S-TEC 55X Autopilot/Flight Director/Slaved HSI",295000.0
2019-11-09,Mirage,Single engine,Piper,Mirage,1998,1,,,,,"GTN750/ 530WAAS 
Bendix/King KRA-10A Radar 
Bendix/King KFC 150 w/ Roll Steering Autopilot 
WX-500 Stormscope 


Bendix/King RDR-2000 w/ INI-82A 
King KR 87 ADF 
KCS-55A HSI",420000.0
2019-11-09,Cavalon pro,Single engine,Piper,Cavalon pro,1947,3,,,,,"Garmin GPS 92 (Powered)
		
ACK 406 ELT				

Oil Temp / Oil Pres Indicator		

Outside Air Temp Gauge		



King KT 76 Transponder

2 Place Sigtronics SPA 400 Intercom

Aux Cig Lighter Port

King KY 197 COMM",85500.0
2019-11-09,Cavalon pro,Single engine,Piper,Cavalon pro,1962,4,,,,,"The exterior paint is 6/10. According to the Logbook, the fabric was last renewed in 2000. Maule fabric test in 2018 tested OK.",16000.0
2019-11-09,Comanche 260b,Single engine,Piper,Comanche 260b,1968,4,,,,,"Aspen Avionics PFD 
Garmin 430
Stratus ADS-B Out (Complies with FAA 2020 Mandate)",89000.0
2019-11-09,Cavalon pro,Single engine,Piper,Cavalon pro,1964,3,,,,,"King KMA 20 Audio Panel
Garmin GNS430 GPS/COM
Garmin MX20 MFD
King KX155 NAV/COM/G/S
King 525 HSI


King KT76A Transponder Mode C
STEC 60 Autopilot with Altitude Hold
Shadin Fuel Flow
Insight SF2000 Strikefinder
SPA 400 Intercom",96000.0
2019-11-09,Cavalon pro,Single engine,Piper,Cavalon pro,1964,4,,,,,"Audio Panel â€“ PS Engineering PMA7000 M-S w/ 4 Piece Intercom
Garmin GNS 430 GPS/NAV/COMM
King KX 155 NAV/COMM
King KR 87 ADF
King KT76A XPDR
Narco DME 190
King KCS55 Compass System w/ KI525 HSI


Sigmatek Air Artificial Horizon
Davtron Clock/Chronometer
Digital EGT (Electronics International)
SDI Hoskins Digital Fuel Flow/Totalizer
Artex ME406 ELT
Altimatic Pilot II
Aftermarket Panel Overlay w/ Backlighting and Wood Grain",
2019-11-09,Cavalon pro,Single engine,Piper,Cavalon pro,1977,719,,,,,"King KMA 20 Audio Panel with 3 Light Marker
Narco COM 11 B
Narco COM 11 B
Narco NAV with VOR/LOC/G.S.
Narco NAV with VOR/LOC
Narco ADF 140


Narco AT 150A Transponder
Narco 190 DME
Stereo
Century II B Auto Piolot
Electric Trim",69950.0
2019-11-09,Cherokee 140,Single engine,Piper,Cherokee 140,1968,2,,,,,Tail Strobe,29500.0
2019-11-09,Cavalon pro,Single engine,Piper,Cavalon pro,1980,14,,,,,"KMA24 Audio Control Panel to Include Market Beacon
PM 10011 Intercom for Left & Right Front Seats
Bendix King LN89B GPS Non- IFR Certified
GPS Mode Panel Indicator
#1 COM/NAV Radio Bendix King KX155 w/ Glide Slope
K65/55 AE Electronic HSI #1 VOE
ILS,GPS Indicator w/ Slave & Free Mode Control
#2 COM/NAV Radio Bendix King KS155 w/ Glide Slope
# 2 VOR/LOC Indicator KI-203CDI
Bendix/King KN64DME w/ Switching Capability #1 or #2 NAV
Bendix/King KX87 ADF w/ Flight Time On/Off Switch
Bendix/King ADR Indicator
Bendix/King Transponder KT76A w/ Altitude Encoder",39500.0
2019-11-09,Navion,Single engine,North american,Navion,1947,5,,,,,"King KX 155 Digital Nav/Com 
King KI 209 VOR/LOC/G.S.
Bendix Nav/Com
Narco Digital DME
King ADF

Bendix Transponder",79950.0
2019-11-09,Cavalon pro,Single engine,Autogyro,Cavalon pro,1941,3,,,,,Yellow with Navy Military Markings,109000.0
2019-11-09,N3n-3,Single engine,Naval aircraft factory (naf),N3n-3,1940,3,,,,,Classic Navy Yellow Scheme,95000.0
2019-11-09,Cavalon pro,Single engine,Mooney,Cavalon pro,2000,1,,,,,"Rated 9 out of 10 
White base with Gold Stripes Down the Length of the Fuselage",209900.0
2019-11-09,M20r ovation 3 gx,Single engine,Mooney,M20r ovation 3 gx,2015,350,,,,,,574500.0
2019-11-09,M20tn acclaim,Single engine,Mooney,M20tn acclaim,2008,1,,,,,"Garmin GDU 1040, 10â€ Primary Flight Display, Three Axis Flight Dynamics, Air Speed, Altitude, VS, HSI with Perspective Modes
Garmin GDU 1040, 10â€ Multi Function Display
Garmin GDC 74A Integrated Digital Air Data Computer, Constant Display of TAS, CAS, Wind Direction, VSI and TAT
Garmin GRS 77 Solid-State Attitude and Heading Reference System
Dual Garmin GIA 63, Integrated Radio Modules with IFR Approved GPS, VHF Navigation with ILS and VHF 16-watt Transceivers
Garmin GMA 1347 Audio Panel with Marker Beacon and Intercom
Garmin GTX 33 Integrated Mode S Transponder
Garmin GEA 71 Airframe/Engine Interface Unit
Garmin GMU 44 Magnetometer
Stand-by Instrumentation, Including Electric ADI, A/S, Altimeter and Magnetic Direction Indicator with Emergency Lighting
Garmin GDL 69A Satellite Data Link- Weather Radar, Satellite Text, Graphic Weather Data Link and XM Radio (sub. required)

Autopilot:
 Garmin GFC700 Fully Integrated Autopilot with Flight Director",359500.0
2019-11-09,Cavalon pro,Single engine,Mooney,Cavalon pro,2008,1,,,,,"Garmin GDU 1040, 10"" Primary Flight Display, Three Axis Flight
Dynamics, Air Speed, Altitude, VS, HSI with Perspective Modes 
 Garmin GDU
1040, 10"" Multi-Function Display 
 Garmin GDC 74A Integrated Digital
Air Data Computer, Constant Display Of TAS, CAS, Wind Direction, VSI and TAT

 GRS77 Solid-State Attitude and Heading Reference System 
 Dual
Garmin GIA63, Integrated Radio Modules with IFR Approved GPS, VHF Navigation
with ILS And VHF 16-Watt Transceivers 
 GMA 1347 Audio Panel with Marker
Beacon and Intercom 
 Garmin GTX345R Transponder ADS-B In and Out 

Garmin GEA 71 Airframe/Engine Interface Unit 
 Garmin GMU 44 Magnetometer

 Stand-By Instrumentation, Including ADI, A/S, Altimeter and Lighting

 Garmin GDL 69A Satellite Data Link - Weather Radar, Satellite Text,
Graphic Weather Data Link and XM Radio (Subscription Required) 
 Attitude
Indicator Stand-By Electrical 
 Artex ME406 ELT 
 Garmin SafeTaxi and
FliteCharts (Subscription Required) 
 Avidyne TAS 600 Active Traffic
System 
 WX 500 Stormscope 
 Garmin Synthetic Vision Technology (SVT)





Autopilot




GFC700 Fully Integrated Autopilot with Flight Director",
2019-11-09,M20u ovation ultra,Single engine,Mooney,M20u ovation ultra,2019,,,,,,Call for Details,719000.0
2019-11-09,M20v acclaim ultra,Single engine,Mooney,M20v acclaim ultra,2019,,,,,,Call for details,799000.0
2019-11-09,Cavalon pro,Single engine,Mooney,Cavalon pro,1981,1,,,,,"Audio Panel:	Garmin GMA 340
NAV 1/ILS/COM 1/GPS:	Garmin GNS 430 
NAV 2:	Narco 121 
COM 2: ICOM IC-A200	
Transponder:	King KT76A
ADF:	King KR87
DME:	King KN82A
Autopilot:	Century 21
Engine Monitor:	JPI EGT Scanner",
2019-11-09,M20j mse,Single engine,Mooney,M20j mse,1990,1,,,,,"NAV 1/COMM 1/GPS 1: Garmin GTN-650 
NAV 2/COMM 2: King KX-165 King KX-165 
GPS 2: Garmin Aera 500 
Transponder: King KT-76A
Audio Panel: Garmin GMA-340 
ADF: King KR-87 
Autopilot: King KAP-150 
Storm Scope: BF Goodrich",1550000.0
2019-11-09,M20j mse,Single engine,Mooney,M20j mse,1995,955,,,,,"Bendix/King KLN-90B GPS
Bendix/King KX-165 NAV/COM
Bendix/King KX-155 NAV/COM
Bendix/King KFC-150 Autopilot
Bendix/King KN-62A DME
Bendix/King KMA-24 Audio Panel w/ 3LMB


Bendix/King KI-256 Flight Directory
Bendix/King KI-525A HSI
Eventide Argus 7000 RMI
Bendix/King KT-71 Mode S Transponder
Argus 7000 EFD
NAT Intercom",159900.0
2019-11-09,M20m bravo,Single engine,Mooney,M20m bravo,1999,760,,,,,"Sandel HSI
Fuel Flow/Totalizer
JPI Monitor
PS Audio Panel
KLN94
KFC150 (Flight Director) with Altitude Preselect and Vertical Speed
Dual KX155A, Please Refer to the Photo
Sennheiser ANR Headsets (battery powered)",229512.0
2019-11-09,M20g statesman,Single engine,Mooney,M20g statesman,1968,4,,,,,"Narco CP 135 Audio Panel with 3 LMB 
 TKM MX11 Digital COM 

Marco MX 11 Analog COM 
 Narco NAV 122 VOR/Glide Slope/Localizer Indicator

 Narco NAV 122 VOR/Glide Slope/Localizer Indicator 
 Narco AT 150 A
Transponder with Mode C 
 Collins 650A ADF with Remote BFO 




 Gen
Insight G2 Engine Analyser 
 Avionics Master Switch 
 Low Vacuum
Warning Light 
 Pilot's Side Push-To-Talk 
 Analog Clock on Left Yoke

 Outside Air Temp Gauge 
 Hypervox 4 Place Intercom",45000.0
2019-11-09,M20j 201,Single engine,Mooney,M20j 201,1977,3,,,,,"KX170B (remanufactured 2014)
TKM 170C (digital flip flop Nav/Com)
DME",75000.0
2019-11-09,M20j 201,Single engine,Mooney,M20j 201,1978,5,,,,,Dual KX 175,62000.0
2019-11-09,Cavalon pro,Single engine,Meyers,Cavalon pro,1943,909,,,,,,99900.0
2019-11-09,Cavalon pro,Single engine,Lincoln-page,Cavalon pro,1928,15,,,,,,225000.0
2019-11-09,Cavalon pro,Single engine,Liberty aerospace,Cavalon pro,2007,590,,,,,"White with Blue, Green and Gold stripes. Very good condition",59900.0
2019-11-09,Iv,Single engine,Lancair,Iv,2014,25,,,,,"New - â€œIZIT Leatherâ€ Upholstery
Overhead Fans with Forced Air Cooling
Evaporator w/ Provisions for Air Conditioning",295000.0
2019-11-09,La4/200,Single engine,Lake,La4/200,1971,1,,,,,"Heater 
 VG Kit 
 BAT Wings 
 Auxiliary Fuel 14 Gal 

Brakes on Both Side 
 Cylinder Head Temp (u/s) 
 Bilge Pump",
2019-11-09,Cavalon pro,Single engine,Autogyro,Cavalon pro,1958,5,,,,,"Trig TY96 8.33 VHF COMM
Trig TT22 Mode S XPDR",
2019-11-09,Cavalon pro,Single engine,Helio,Cavalon pro,1983,870,,,,,"PMA-7000M-S Audio/Panel Intercom
Garmin GNL-250XL GPS/COM 1
King LX-155 COM
Garmin GTX-345 Transponder w/WAAS
ADS-B In/Out
Panel Mounted Garmin 496 GPS",169500.0
2019-11-09,Cavalon pro,Single engine,Grumman,Cavalon pro,1942,920,,,,,,
2019-11-09,Cavalon pro,Single engine,Grumman,Cavalon pro,1975,11,,,,,,45000.0
2019-11-09,Cavalon pro,Single engine,Globe,Cavalon pro,1946,3,,,,,White/Red/Black -7,49500.0
2019-11-09,Airvan ga8,Single engine,Gippsaero,Airvan ga8,2015,2,,,,,"Garmin G500
Garmin GTS 800 Active Traffic
Garmin GTN 650 GPS NAV/COM
Garmin GTR 225 COMM2
Garmin GMA 340 Audio Panel
Garmin GTX 327 Transponder
JPI EDM800 Engine Monitor
BFG WX500 Stormscope
Garmin AERA 550 in Gizmo Mount",608569.0
2019-11-09,Airvan ga8,Single engine,Gippsaero,Airvan ga8,2015,1,,,,,"Garmin G500
Garmin GTS 800 Active Traffic
Garmin GTN 650 GPS NAV/COM
Garmin GTR 225 COMM2
Garmin GMA 340 Audio Panel
Garmin GTX 327 Transponder
JPI EDM930 Engine Monitor
BFG WX500 Stormscope",631961.0
2019-11-09,Airvan ga8,Single engine,Gippsaero,Airvan ga8,2015,2,,,,,"Garmin G500
Garmin GTS 800 Active Traffic
Garmin GTN 650 GPS NAV/COM
Garmin GTR 225 COMM2
Garmin GMA 340 Audio Panel
Garmin GTX 327 Transponder
JPI EDM800 Engine Monitor
BFG WX500 Stormscope
Garmin AERA 550 in Gizmo Mount",615946.0
2019-11-09,Airvan ga8,Single engine,Gippsaero,Airvan ga8,2015,1,,,,,"Garmin G500
Garmin GTS 800 Active Traffic
Garmin GTN 650 GPS NAV/COM
Garmin GTR 225 COMM2
Garmin GMA 340 Audio Panel
Garmin GTX 327 Transponder
JPI EDM930 Engine Monitor
BFG WX500 Stormscope",585932.0
